title,price,status,rate,description
The Matchmaker's Playbook (Wingmen Inc. #1),£55.85,In stock,1,"Wildly popular Cookies & Cups blogger Shelly Jaronsky’s eagerly anticipated cookbook features all-new, mouth-watering, delectable sweet treats 100% guaranteed to make you want to eat dessert first.Shelly Jaronsky has a problem. She’s an addict. Of the buttercream variety.“Chronicling my life in sugar” has been Shelly’s motto since the inception of her insanely frequent Wildly popular Cookies & Cups blogger Shelly Jaronsky’s eagerly anticipated cookbook features all-new, mouth-watering, delectable sweet treats 100% guaranteed to make you want to eat dessert first.Shelly Jaronsky has a problem. She’s an addict. Of the buttercream variety.“Chronicling my life in sugar” has been Shelly’s motto since the inception of her insanely frequented dessert blog, Cookies & Cups. With recipes ranging from the deliciously decadent (her S’mores Fudge Bars will make you seriously reconsider everything you thought you knew about baked goods) to the deceptively simple (her Favorite Chocolate Chip Cookie will become an instant staple in your baking repertoire), The Cookies & Cups Cookbook truly has something for everyone, from the cooking novice to the seasoned chef.Now you can bring Shelly’s signature style into your own kitchen with more than 125 no-fail recipes, including some reader-approved favorites and a special bonus section dedicated to the quick and savory side of cooking. Authored in the witty, intimate style of the blog that draws more than three million monthly page views and a social following of more than seven hundred thousand fans, The Cookies & Cups Cookbook is the go-to source for all things flavorful, accessible, and irresistibly tasty. ...more"
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,£37.60,In stock,2,"Three young adults are invited to spend a weekend at the exotic Timber Island. Maria is a professional in the sport of bodyboarding. Tina is an apprentice of the sport but very athletic, and she possesses other skills. And lastly there is Axell, a traveler and a veteran bodyboarder. For them, this invitation is extremely attractive because very few people have visited the Three young adults are invited to spend a weekend at the exotic Timber Island. Maria is a professional in the sport of bodyboarding. Tina is an apprentice of the sport but very athletic, and she possesses other skills. And lastly there is Axell, a traveler and a veteran bodyboarder. For them, this invitation is extremely attractive because very few people have visited the place, also known for its secret surf breaks. The adventure sounds irresistible, so they accept the challenge.Once all the guests are on the island, there is only one thing that worries Luis, their host and fellow bodyboarder: to venture out to find a stretch of secret coastline where the young man says they will face majestic wave no one has ever ridden.By this time all of the guests have encountered some very strange things ... and some question whether they are being watched by someone. But who may want to follow them to an island inhabited by only two people, and for what reason? Are these young riders prepared to solve this mystery and accept what they discover as they investigate? Luckily, you'll also be there to accompany them on their journey and reach your own conclusions in this exciting adventure. ...more"
The Long Shadow of Small Ghosts: Murder and Memory in an American City,£10.97,In stock,1,"Birds are astonishingly intelligent creatures. In fact, according to revolutionary new research, some birds rival primates and even humans in their remarkable forms of intelligence. Like humans, many birds have enormous brains relative to their size. Although small, bird brains are packed with neurons that allow them to punch well above their weight. InThe Genius of Birds, Birds are astonishingly intelligent creatures. In fact, according to revolutionary new research, some birds rival primates and even humans in their remarkable forms of intelligence.  Like humans, many birds have enormous brains relative to their size. Although small, bird brains are packed with neurons that allow them to punch well above their weight. In The Genius of Birds, acclaimed author Jennifer Ackerman explores the newly discovered brilliance of birds and how it came about. As she travels around the world to the most cutting-edge frontiers of research— the distant laboratories of Barbados and New Caledonia, the great tit communities of the United Kingdom and the bowerbird habitats of Australia, the ravaged mid-Atlantic coast after Hurricane Sandy and the warming mountains of central Virginia and the western states—Ackerman not only tells the story of the recently uncovered genius of birds but also delves deeply into the latest findings about the bird brain itself that are revolutionizing our view of what it means to be intelligent.Consider, as Ackerman does, the Clark’s nutcracker, a bird that can hide as many as 30,000 seeds over dozens of square miles and remember where it put them several months later; the mockingbirds and thrashers, species that can store 200 to 2,000 different songs in a brain a thousand times smaller than ours; the well-known pigeon, which knows where it’s going, even thousands of miles from familiar territory; and the New Caledonian crow, an impressive bird that makes its own tools. But beyond highlighting how birds use their unique genius in technical ways, Ackerman points out the impressive social smarts of birds. They deceive and manipulate. They eavesdrop. They display a strong sense of fairness. They give gifts. They play keep-away and tug-of-war. They tease. They share. They cultivate social networks. They vie for status. They kiss to console one another. They teach their young. They blackmail their parents. They alert one another to danger. They summon witnesses to the death of a peer. They may even grieve. This elegant scientific investigation and travelogue weaves personal anecdotes with fascinating science. Ackerman delivers an extraordinary story that will both give readers a new appreciation for the exceptional talents of birds and let them discover what birds can reveal about our changing world. Incredibly informative and beautifully written, The Genius of Birds richly celebrates the triumphs of these surprising and fiercely intelligent creatures. ...more"
The Kite Runner,£41.82,In stock,4,"Big and sweeping, spanning from the refined palaces of Osfrid to the gold dust and untamed forests of Adoria, The Glittering Court tells the story of Adelaide, an Osfridian countess who poses as her servant to escape an arranged marriage and start a new life in Adoria, the New World. But to do that, she must join the Glittering Court.Both a school and a business venture, t Big and sweeping, spanning from the refined palaces of Osfrid to the gold dust and untamed forests of Adoria, The Glittering Court tells the story of Adelaide, an Osfridian countess who poses as her servant to escape an arranged marriage and start a new life in Adoria, the New World. But to do that, she must join the Glittering Court.Both a school and a business venture, the Glittering Court is designed to transform impoverished girls into upper-class ladies who appear destined for powerful and wealthy marriages in the New World. Adelaide naturally excels in her training, and even makes a few friends: the fiery former laundress Tamsin and the beautiful Sirminican refugee Mira. She manages to keep her true identity hidden from all but one: the intriguing Cedric Thorn, son of the wealthy proprietor of the Glittering Court.When Adelaide discovers that Cedric is hiding a dangerous secret of his own, together they hatch a scheme to make the best of Adelaide’s deception. Complications soon arise—first as they cross the treacherous seas from Osfrid to Adoria, and then when Adelaide catches the attention of a powerful governor.But no complication will prove quite as daunting as the potent attraction simmering between Adelaide and Cedric. An attraction that, if acted on, would scandalize the Glittering Court and make them both outcasts in wild, vastly uncharted lands… ...more"
The House by the Lake,£36.95,In stock,1,"The debut psychological thriller that will forever change the way you look at other people's lives.EVERY DAY THE SAMERachel takes the same commuter train every morning and night. Every day she rattles down the track, flashes past a stretch of cozy suburban homes, and stops at the signal that allows her to daily watch the same couple breakfasting on their deck. She’s even s The debut psychological thriller that will forever change the way you look at other people's lives.EVERY DAY THE SAMERachel takes the same commuter train every morning and night. Every day she rattles down the track, flashes past a stretch of cozy suburban homes, and stops at the signal that allows her to daily watch the same couple breakfasting on their deck. She’s even started to feel like she knows them. Jess and Jason, she calls them. Their life—as she sees it—is perfect. Not unlike the life she recently lost.UNTIL TODAYAnd then she sees something shocking. It’s only a minute until the train moves on, but it’s enough. Now everything’s changed. Unable to keep it to herself, Rachel goes to the police. But is she really as unreliable as they say? Soon she is deeply entangled not only in the investigation but in the lives of everyone involved. Has she done more harm than good? ...more"
The Glittering Court (The Glittering Court #1),£44.28,In stock,1,"Anna is content with her well-ordered life in San Francisco. But her world is turned upside down when her beloved grandfather, Max, reveals a startling secret: Anna is part of an aristocratic family who lost everything during World War II. What’s more, Max was forced to leave behind a precious item over seventy years ago in their estate in old Prussia. It’s now his ardent Anna is content with her well-ordered life in San Francisco. But her world is turned upside down when her beloved grandfather, Max, reveals a startling secret: Anna is part of an aristocratic family who lost everything during World War II. What’s more, Max was forced to leave behind a precious item over seventy years ago in their estate in old Prussia. It’s now his ardent wish that Anna retrieve it.Anna burns with questions as she heads for Germany: What memento could be so important to her grandfather? And why did he keep their history hidden? As she searches for answers, she finds herself drawn to Wil, a man who may hold the key to unlock the mystery. Together they discover that her family’s secrets are linked with an abandoned apartment in Paris, and these secrets go deeper than she ever imagined.Alternating between 1930s Europe and the present, The House by the Lake illuminates the destiny of a family caught in the tumult of history. ...more"
The Girl on the Train,£55.02,In stock,2,"Khaled Hosseini's #1 New York Times Bestselling Debut “It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime."" Amir is the son of a wealthy Kabul merchant, a member of the ruling caste of Pashtuns. Hassan, his servant and constant companion, is a Hazara, a despised and impoverished caste. Their uncommon bon Khaled Hosseini's #1 New York Times Bestselling Debut “It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime."" Amir is the son of a wealthy Kabul merchant, a member of the ruling caste of Pashtuns. Hassan, his servant and constant companion, is a Hazara, a despised and impoverished caste. Their uncommon bond is torn by Amir's choice to abandon his friend amidst the increasing ethnic, religious, and political tensions of the dying years of the Afghan monarchy, wrenching them far apart. But so strong is the bond between the two boys that Amir journeys back to a distant world, to try to right past wrongs against the only true friend he ever had.The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies.A sweeping story of family, love, and friendship told against the devastating backdrop of the history of Afghanistan over the last thirty years, The Kite Runner is an unusual and powerful novel that has become a beloved, one-of-a-kind classic. ...more"
The Genius of Birds,£17.24,In stock,1,"Sometimes all you need is a little spark of inspiration to change up your regular cooking routine. TheLove & Lemons Cookbookfeatures more than one hundred simple recipes that help you turn your farmers market finds into delicious meals. The belovedLove & Lemonsblog has attracted buzz from everyone from bestselling author Heidi Swanson toSaveurMagazine, who awarded Sometimes all you need is a little spark of inspiration to change up your regular cooking routine. The Love & Lemons Cookbook features more than one hundred simple recipes that help you turn your farmers market finds into delicious meals.    The beloved Love & Lemons blog has attracted buzz from everyone from bestselling author Heidi Swanson to Saveur Magazine, who awarded the blog Best Cooking Blog of 2014.    Organized by ingredient, The Love & Lemons Cookbook teaches readers how to make beautiful food with what’s on hand, whether it’s a bunch of rainbow-colored heirloom carrots from the farmers market or a four-pound cauliflower that just shows up in a CSA box. The book also features resources to show readers how to stock their pantry, gluten-free and vegan options for many of the recipes, as well as ideas on mixing and matching ingredients, so that readers always have something new to try.Stunningly designed and efficiently organized, The Love & Lemons Cookbook is a resource that you will use again and again. ...more"
The Emerald Mystery,£23.15,In stock,2,"In Cold Blood meets Adrian Nicole LeBlanc’s Random Family: A harrowing, profoundly personal investigation of the causes, effects, and communal toll of a deeply troubling crime—the brutal murder of three young children by their parents in the border city of Brownsville, Texas.On March 11, 2003, in Brownsville, Texas—one of America’s poorest cities—John Allen Rubio and Angel In Cold Blood meets Adrian Nicole LeBlanc’s Random Family: A harrowing, profoundly personal investigation of the causes, effects, and communal toll of a deeply troubling crime—the brutal murder of three young children by their parents in the border city of Brownsville, Texas.On March 11, 2003, in Brownsville, Texas—one of America’s poorest cities—John Allen Rubio and Angela Camacho murdered their three young children. The apartment building in which the brutal crimes took place was already rundown, and in their aftermath a consensus developed in the community that it should be destroyed. It was a place, neighbors felt, that was plagued by spiritual cancer. In 2008, journalist Laura Tillman covered the story for The Brownsville Herald. The questions it raised haunted her, particularly one asked by the sole member of the city’s Heritage Council to oppose demolition: is there any such thing as an evil building? Her investigation took her far beyond that question, revealing the nature of the toll that the crime exacted on a city already wracked with poverty. It sprawled into a six-year inquiry into the larger significance of such acts, ones so difficult to imagine or explain that their perpetrators are often dismissed as monsters alien to humanity. With meticulous attention and stunning compassion, Tillman surveyed those surrounding the crimes, speaking with the lawyers who tried the case, the family’s neighbors and relatives and teachers, even one of the murderers: John Allen Rubio himself, whom she corresponded with for years and ultimately met in person. The result is a brilliant exploration of some of our age’s most important social issues, from poverty to mental illness to the death penalty, and a beautiful, profound meditation on the truly human forces that drive them. It is disturbing, insightful, and mesmerizing in equal measure. ...more"
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,£41.25,In stock,1,"A VIBRANT HOMAGE TO A CLASSIC COMIC FROM TWO MASTERS OF THE MODERN GRAPHIC NOVEL. The Shadow Hero is based on golden-age comic series The Green Turtle, whose hero solved crimes and fought injustice just like any other comics hero. But this mysterious masked crusader was hiding more than your run-of-the-mill secret identity...The Green Turtle was the first Asian American su A VIBRANT HOMAGE TO A CLASSIC COMIC FROM TWO MASTERS OF THE MODERN GRAPHIC NOVEL. The Shadow Hero is based on golden-age comic series The Green Turtle, whose hero solved crimes and fought injustice just like any other comics hero. But this mysterious masked crusader was hiding more than your run-of-the-mill secret identity...The Green Turtle was the first Asian American superhero.Now, exactly seventy years later, New York Times-bestselling author Gene Luen Yang has revived this nearly forgotten, pioneering character in a new graphic novel that creates an origin story for the golden-age Green Turtle. With artwork by the unmatched Sonny Liew, this hilarious and insightful graphic novel about heroism and heritage is also a loving tribute to the long, rich tradition of American superhero comics. ...more"
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,£32.00,In stock,3,"California's gold country, 1850. A time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep.Angel expects nothing from men but betrayal. Sold into prostitution as a child she survives by keeping her hatred alive. And what she hates most are the men who use her, leaving her empty and dead inside.Then she meets Michael Hosea. A man wh California's gold country, 1850. A time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep.Angel expects nothing from men but betrayal. Sold into prostitution as a child she survives by keeping her hatred alive. And what she hates most are the men who use her, leaving her empty and dead inside.Then she meets Michael Hosea. A man who seeks his Father's heart in everything, Michael obeys God's call to marry Angel and to love her unconditionally. Slowly, day by day, he defies Angel's every bitter expectation, until despite her resistance, her frozen heart begins to thaw.But with her unexpected softening come overwhelming feelings of unworthiness and fear. And so Angel runs. Back to the darkness, away from her husband's pursuing love, terrified of the truth she no longer can deny: Her final healing must come from the One who loves her even more than Michael does ... the One who will never let her go. ...more"
The Artist's Way: A Spiritual Path to Higher Creativity,£38.49,In stock,5,"This book was created by an artist who understands that sometimes, you just need a creative nudge to help get the pencil moving and break that pesky block. By simplifying the human form, we hope to remove the inevitable anxiety that comes with drawing a person, and speed-up your art, over time, increasing your own understanding of human anatomy, proportions and movement."
The Art of War,£33.34,In stock,5,"You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other. It's a story as old as time - or is it? The headstrong Romero of the house of Montague holds nothing but contempt for the cowardly DeCapulets. Until, that is, he meets Juliet. Beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight th You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other. It's a story as old as time - or is it? The headstrong Romero of the house of Montague holds nothing but contempt for the cowardly DeCapulets. Until, that is, he meets Juliet. Beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight through young Romero's heart. Torn between their warring families and trapped by the waves of the undead crashing against the city walls, what chance do our young couple stand at having a future together? You thought you knew the story of Romeo and Juliet? Think again in this satirical retelling of one of the world's most well-known love stories. Containing love, gore, and sarcasm, it's a story suitable for teens upwards, and should be enjoyed by adults 'of all ages' ...more"
The Argonauts,£10.93,In stock,2,"Meet Scarlett Epstein, BNF (Big Name Fan) in her online community of fanfiction writers, world-class nobody at Melville High. Her best (read: only) IRL friends are Avery, a painfully shy and annoyingly attractive bookworm, and Ruth, her weed-smoking, possibly insane seventy-three-year-old neighbor.When Scarlett’s beloved TV show is canceled and her longtime crush, Gideon, Meet Scarlett Epstein, BNF (Big Name Fan) in her online community of fanfiction writers, world-class nobody at Melville High. Her best (read: only) IRL friends are Avery, a painfully shy and annoyingly attractive bookworm, and Ruth, her weed-smoking, possibly insane seventy-three-year-old neighbor.When Scarlett’s beloved TV show is canceled and her longtime crush, Gideon, is sucked out of her orbit and into the dark and distant world of Populars, Scarlett turns to the fanfic message boards for comfort. This time, though, her subjects aren’t the swoon-worthy stars of her fave series—they’re the real-life kids from her high school. And if they ever find out what Scarlett truly thinks about them, she’ll be thrust into a situation far more dramatic than anything she’s ever seen on TV… ...more"
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,£27.55,In stock,3,"**WARNING: Due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping, murder, rape, and extreme abuse. ** Chloe Parker has the world at her feet. Her career in magazine publishing is flourishing, and she’s about to be married to Miles Durant, a **WARNING: Due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping, murder, rape, and extreme abuse. ** Chloe Parker has the world at her feet. Her career in magazine publishing is flourishing, and she’s about to be married to Miles Durant, a gorgeous billionaire, and the man of her dreams. But one month before her wedding, she receives a countdown card. No sender. No return address. No message. Only a piece of lace stained with blood. As the wedding gets closer the cards keep coming to her every day without fail. It seems, while she’s counting down to the happiest day of her life, someone is doing a countdown of their own. Chloe fears she’s in danger, but she can’t turn to the cops for help. There’s something in her past she wants to remain hidden, a dark secret that could destroy the life of her dreams. To make things worse, Miles is becoming increasingly impatient and suspicious about her past, to the point where he’s so angry he becomes a man she doesn’t recognize. While working to keep her relationship intact, Chloe must find out who wants to hurt her before she loses everything, or ends up dead. ...more"
Suddenly in Love (Lake Haven #1),£55.99,In stock,2,"In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simp In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from Japan. Selling the shoes from the trunk of his lime green Plymouth Valiant, Knight grossed $8,000 his first year. Today, Nike’s annual sales top $30 billion. In an age of startups, Nike is the ne plus ultra of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today.But Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. At 24, after backpacking around the world, he decided to take the unconventional path, to start his own business—a business that would be dynamic, different.Knight details the many risks and daunting setbacks that stood between him and his dream—along with his early triumphs. Above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything. ...more"
Something More Than This,£16.24,In stock,4,"Welcome to the Ark. In a place known as the Six Civilizations all is not as it seems, the six leaders though living in peace for the last decade soon find themselves struck by tragedy again! When the grandson of Chaos P. Karafuta, the world's infamous scientist and inventor, King and his best friend Shabu accidently unlock the secrets to a weapon known simply as ‘Project A Welcome to the Ark. In a place known as the Six Civilizations all is not as it seems, the six leaders though living in peace for the last decade soon find themselves struck by tragedy again! When the grandson of Chaos P. Karafuta, the world's infamous scientist and inventor, King and his best friend Shabu accidently unlock the secrets to a weapon known simply as ‘Project Aryoku'. In his greed for power King will sacrifice everyone he loves to obtain its power. However, it falls into the hands of his nephew, Shobu Samurai. At the sight of losing his parents, his unbound power obliterates his hometown with no recollection of doing so. Now ten years later, Shobu Samurai returns to seek revenge on his uncle but instead will face a choice to save his home from shadow creatures, blood beast and organization once thought dead. ...more"
Soft Apocalypse,£26.12,In stock,2,"For the past three years, Jon Ronson has traveled the world meeting recipients of high-profile public shamings. The shamed are people like us, people who, say, made a joke on social media that came out badly or made a mistake at work. Once the transgression is revealed, collective outrage circles with the force of a hurricane and the next thing they know, they're being tor For the past three years, Jon Ronson has traveled the world meeting recipients of high-profile public shamings. The shamed are people like us, people who, say, made a joke on social media that came out badly or made a mistake at work. Once the transgression is revealed, collective outrage circles with the force of a hurricane and the next thing they know, they're being torn apart by an angry mob, jeered at, demonized, sometimes even fired from their job.A great renaissance of public shaming is sweeping our land. Justice has been democratized. The silent majority are getting a voice, but what are we doing with our voice? We are mercilessly finding people's faults. We are defining the boundaries of normality by ruining the lives of those outside it. We are using shame as a form of social control.Simultaneously powerful and hilarious in the way only Jon Ronson can be, So You've Been Publicly Shamed is a deeply honest book about modern life, full of eye-opening truths about the escalating war on human flaws and the very scary part we all play in it. ...more"
So You've Been Publicly Shamed,£12.23,In stock,2,"What happens when resources become scarce and society starts to crumble? As the competition for resources pulls America's previously stable society apart, the ""New Normal"" is a Soft Apocalypse. This is how our world ends; with a whimper instead of a bang. New social structures and tribal connections spring up across America, as the previous social structures begin to disso What happens when resources become scarce and society starts to crumble? As the competition for resources pulls America's previously stable society apart, the ""New Normal"" is a Soft Apocalypse. This is how our world ends; with a whimper instead of a bang. New social structures and tribal connections spring up across America, as the previous social structures begin to dissolve. Locus Award finalist and John W. Campbell Memorial Award finalist Soft Apocalypse follows the journey across the Southeast of a tribe of formerly middle class Americans as they struggle to find a place for themselves and their children in a new, dangerous world that still carries the ghostly echoes of their previous lives.Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors. ...more"
Shoe Dog: A Memoir by the Creator of NIKE,£23.99,In stock,2,"Katy Lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, while nosy, always have her back. But when Conner Roberts, Katy’s unrequited first crush, suddenly shows up—and shows interest—after nine years, she reverts to a sweaty, panicked sixteen-year-old once more.And if trying to read Conner’s signals isn’t tough enough, Katy’s heart Katy Lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, while nosy, always have her back. But when Conner Roberts, Katy’s unrequited first crush, suddenly shows up—and shows interest—after nine years, she reverts to a sweaty, panicked sixteen-year-old once more.And if trying to read Conner’s signals isn’t tough enough, Katy’s heart is sending some mixed messages of its own. When a beautiful blonde coworker starts pursuing Katy’s boss, Dylan Sterling—her longtime mentor and friend—she realizes she may have a problem with that. A reunion with Conner is what she’s dreamed of for so long…so why can’t she stop thinking about Dylan?For the first time ever, Katy must fact-check her heart. Should she go after the guy she thought she always wanted or see if there’s something more with the one who’s been there all along? ...more"
"Shobu Samurai, Project Aryoku (#3)",£29.06,In stock,3,"Mia Lassiter is thrilled to finally put her artistic skills to use working for her aunt’s interior design shop in her hometown of East Beach. While renovating an old mansion overlooking stunning Lake Haven, she encounters a scruffy but attractive man named Brennan—the owner’s son. She doesn’t realize this sexy recluse is actually Everett Alden, the world-famous rock star i Mia Lassiter is thrilled to finally put her artistic skills to use working for her aunt’s interior design shop in her hometown of East Beach. While renovating an old mansion overlooking stunning Lake Haven, she encounters a scruffy but attractive man named Brennan—the owner’s son. She doesn’t realize this sexy recluse is actually Everett Alden, the world-famous rock star in hiding who’s nursing his own artistic and personal crises.As their personalities clash, tension simmers between the struggling artist and jaded musician, and their time spent alone together in the gorgeous old house only serves to turn up the heat. Soon, Mia and Brennan’s creative passions boil over to inspire passions of another kind…But reality comes crashing in when Mia’s celeb-obsessed cousin discovers Brennan’s true identity—and reveals it to the world. As paparazzi swarm the mansion, Brennan is thrust back into his rock star lifestyle. Will Mia lose her soul mate just when she’s finally found him? Can their love survive the glaring spotlight? ...more"
Secrets and Lace (Fatal Hearts #1),£20.27,In stock,1,"A captivating debut novel, meticulously researched and beautifully imagined, about the passionate marriage of Harry and Bess Houdini—a love story that defied death itself.Before escape artist Harry Houdini died, he vowed he would find a way to speak to his beloved wife Bess from beyond the grave using a coded message known only to the two of them. When a widowed Bess begin A captivating debut novel, meticulously researched and beautifully imagined, about the passionate marriage of Harry and Bess Houdini—a love story that defied death itself.Before escape artist Harry Houdini died, he vowed he would find a way to speak to his beloved wife Bess from beyond the grave using a coded message known only to the two of them. When a widowed Bess begins seeing this code in seemingly impossible places, it becomes clear that Harry has an urgent message to convey. Unlocking the puzzle will set Bess on a course back through the pair’s extraordinary romance, which swept the illusionist and his bride from the beaches of Coney Island, to the palaces of Budapest, to the back lots of Hollywood. When the mystery finally leads Bess to the doorstep of a mysterious young photographer, she realizes that her husband’s magic may have been more than just illusion.In surprising turns that weave through the uncertain days of the dawn of the twentieth century and continue into the dazzling 1920s, Mrs. Houdini is a thrilling tale that will take you deep into the heart of one of history’s greatest love stories—asking what drives people to believe in something bigger than themselves—even as it reveals the famous magician’s most remarkable feat of all. ...more"
Scarlett Epstein Hates It Here,£43.55,In stock,5,"A teenage vigilante and a ruthless gangster compete to solve a trail of riddles and find a mythical flower. This powerful YA thriller is perfect for fans of The Raven Boys, Six of Crows, and The Conspiracy of Us.*******A STREETWISE VIGILANTEwho will do anything to cure her dying sisterA RUTHLESS GANGSTERon a grisly quest to attain immortalityA DESPERATE FATHERwho crossed o A teenage vigilante and a ruthless gangster compete to solve a trail of riddles and find a mythical flower. This powerful YA thriller is perfect for fans of The Raven Boys, Six of Crows, and The Conspiracy of Us.*******A STREETWISE VIGILANTEwho will do anything to cure her dying sisterA RUTHLESS GANGSTERon a grisly quest to attain immortalityA DESPERATE FATHERwho crossed oceans to free his enslaved sonA TRAIL OF RIDDLESand the mythical treasure they all seek:THE SERENGETI SAPPHIRE ...more"
Romero and Juliet: A Tragic Tale of Love and Zombies,£36.94,In stock,1,"“Reading Vuong is like watching a fish move: he manages the varied currents of English with muscled intuition. His poems are by turns graceful and wonderstruck. His lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. From the outside, Vuong has fashioned a poetry of inclusion.”—The New YorkerOcean Vuong's first full-length collec “Reading Vuong is like watching a fish move: he manages the varied currents of English with muscled intuition. His poems are by turns graceful and wonderstruck. His lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. From the outside, Vuong has fashioned a poetry of inclusion.”—The New YorkerOcean Vuong's first full-length collection aims straight for the perennial ""big""—and very human—subjects of romance, family, memory, grief, war, and melancholia. None of these he allows to overwhelm his spirit or his poems, which demonstrate, through breath and cadence and unrepentant enthrallment, that a gentle palm on a chest can calm the fiercest hungers. ...more"
Redeeming Love,£20.47,In stock,5,"Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony and Ben Holden, working with Amnesty International, have asked the same revealing question of 100 remarkable women. What poem has moved you to tears?The poems chosen range from the eighth century to today, from Rumi and Shakespeare to Sylvia Plath, W.H. Auden to Carol Ann Du Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony and Ben Holden, working with Amnesty International, have asked the same revealing question of 100 remarkable women. What poem has moved you to tears?The poems chosen range from the eighth century to today, from Rumi and Shakespeare to Sylvia Plath, W.H. Auden to Carol Ann Duffy, Pablo Neruda and Derek Walcott to Imtiaz Dharker and Warsan Shire. Their themes range from love and loss, through mortality and mystery, war and peace, to the beauty and variety of nature. From Yoko Ono to Judi Dench, Chimamanda Ngozi Adichie to Elena Ferrante, Carol Ann Duffy to Kaui Hart Hemmings, and Joan Baez to Nikki Giovanni, this unique collection delivers private insights into the minds of women whose writing, acting, and thinking are admired around the world. ...more"
